,taxon_link,taxon_oid,added,accessed,retrieved,filename,download_link,download_date,error,warning,warning_msg,error_msg
668,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300005445,3300005445,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
669,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300005580,3300005580,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
670,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300003204,3300003204,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
671,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300003908,3300003908,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
672,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300014144,3300014144,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
673,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300001736,3300001736,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
674,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300009027,3300009027,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
675,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300019767,3300019767,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
676,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300007345,3300007345,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
677,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300000646,3300000646,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
678,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300013018,3300013018,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
679,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300001457,3300001457,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
680,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300016461,3300016461,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
681,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300012953,3300012953,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
682,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300006951,3300006951,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
683,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300000770,3300000770,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
684,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300005907,3300005907,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
685,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300017948,3300017948,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
686,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300009590,3300009590,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
687,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300002619,3300002619,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
688,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2156126005,2156126005,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
689,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300005461,3300005461,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
690,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300012669,3300012669,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
691,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300002783,3300002783,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
692,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300012070,3300012070,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
693,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2119805007,2119805007,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
694,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300003360,3300003360,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
695,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300005614,3300005614,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
696,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300002601,3300002601,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
697,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300012917,3300012917,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
698,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300003796,3300003796,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
699,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300021336,3300021336,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
700,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300001655,3300001655,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
701,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300006028,3300006028,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
702,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300014655,3300014655,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
703,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300001743,3300001743,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
704,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2017108002,2017108002,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
705,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300014152,3300014152,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
706,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300006129,3300006129,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
707,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300002709,3300002709,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
708,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300001408,3300001408,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
709,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300000116,3300000116,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
710,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300005623,3300005623,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
711,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300012971,3300012971,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
712,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300002623,3300002623,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
713,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300005365,3300005365,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
714,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300002727,3300002727,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
715,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300000956,3300000956,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
716,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300005598,3300005598,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
717,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300000452,3300000452,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
718,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300004282,3300004282,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
719,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300001626,3300001626,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
720,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300002086,3300002086,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
721,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300006047,3300006047,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
722,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300001143,3300001143,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
723,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300000030,3300000030,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
724,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2199352027,2199352027,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
725,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300002096,3300002096,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
726,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300007629,3300007629,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
727,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300012864,3300012864,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
728,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300000946,3300000946,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
729,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300012067,3300012067,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
730,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300006755,3300006755,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
731,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300009526,3300009526,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
732,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300000818,3300000818,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
733,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300012250,3300012250,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
734,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300004085,3300004085,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
735,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300009620,3300009620,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
736,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300018055,3300018055,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
737,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300002917,3300002917,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
738,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300009165,3300009165,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
739,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300003806,3300003806,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
740,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300005434,3300005434,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
741,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300018418,3300018418,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
742,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300021305,3300021305,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
743,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300004212,3300004212,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
744,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300010036,3300010036,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
745,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300007597,3300007597,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
746,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300005655,3300005655,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
747,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2035918003,2035918003,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
748,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300001097,3300001097,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
749,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300009079,3300009079,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
750,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300003756,3300003756,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
751,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300004205,3300004205,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
752,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300002124,3300002124,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
753,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300010290,3300010290,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
754,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300000247,3300000247,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
755,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300019865,3300019865,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
756,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300004106,3300004106,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
757,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300003240,3300003240,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
758,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300009990,3300009990,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
759,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300000608,3300000608,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
760,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300007769,3300007769,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
761,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300004128,3300004128,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
762,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300012923,3300012923,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
763,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300005930,3300005930,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
764,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300005975,3300005975,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
765,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300006917,3300006917,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
766,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300009595,3300009595,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
767,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300006911,3300006911,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
768,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300006870,3300006870,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
769,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300002369,3300002369,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
770,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300012270,3300012270,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
771,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300009710,3300009710,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
772,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300012077,3300012077,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
773,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300010259,3300010259,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
774,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300007236,3300007236,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
775,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300014867,3300014867,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
776,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300010364,3300010364,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
777,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300012143,3300012143,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
778,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300010278,3300010278,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
779,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300005657,3300005657,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
780,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300012849,3300012849,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
781,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300012948,3300012948,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
782,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300000749,3300000749,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
783,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300000409,3300000409,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
784,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300005861,3300005861,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
785,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300017430,3300017430,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
786,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300003211,3300003211,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
787,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300000630,3300000630,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
788,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300012822,3300012822,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
789,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300010268,3300010268,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
790,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300006120,3300006120,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
791,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300019881,3300019881,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
792,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300003381,3300003381,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
793,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300005844,3300005844,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
794,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300009705,3300009705,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
795,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300010341,3300010341,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
796,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300000221,3300000221,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
797,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300007622,3300007622,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
798,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300010326,3300010326,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
799,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300004157,3300004157,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
800,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300009656,3300009656,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
801,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300000919,3300000919,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
802,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300017958,3300017958,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
803,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300018005,3300018005,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
804,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300009413,3300009413,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
805,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300021294,3300021294,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
806,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300018024,3300018024,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
807,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300002705,3300002705,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
808,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300001152,3300001152,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
809,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300003861,3300003861,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
810,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300002631,3300002631,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
811,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300015327,3300015327,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
812,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300000526,3300000526,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
813,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300012681,3300012681,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
814,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300018051,3300018051,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
815,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300000147,3300000147,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
816,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300011395,3300011395,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
817,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300006115,3300006115,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
818,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300002075,3300002075,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
819,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300005407,3300005407,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
820,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300001161,3300001161,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
821,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300009133,3300009133,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
822,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300003604,3300003604,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
823,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300001279,3300001279,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
824,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300007963,3300007963,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
825,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300010297,3300010297,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
826,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300015292,3300015292,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
827,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300010366,3300010366,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
828,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300017440,3300017440,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
829,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300000627,3300000627,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
830,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300010333,3300010333,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
831,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300004054,3300004054,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
832,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300001401,3300001401,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
833,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2088090006,2088090006,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
834,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300000396,3300000396,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
835,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300019704,3300019704,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
836,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300006040,3300006040,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
837,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300015321,3300015321,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
838,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300009813,3300009813,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
839,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300000354,3300000354,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
840,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300009720,3300009720,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
841,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300006629,3300006629,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
842,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300000603,3300000603,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
843,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300006628,3300006628,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
844,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300000967,3300000967,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
845,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300010398,3300010398,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
846,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300012085,3300012085,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
847,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300007544,3300007544,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
848,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300002717,3300002717,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
849,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300008052,3300008052,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
850,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300000909,3300000909,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
851,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300002180,3300002180,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
852,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300000093,3300000093,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
853,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300005539,3300005539,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
854,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300003588,3300003588,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
855,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300017970,3300017970,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
856,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300005952,3300005952,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
857,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300009102,3300009102,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
858,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300002543,3300002543,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
