taxon_oid	Domain	Status	Study Name	Genome Name / Sample Name	Sequencing Center	IMG Genome ID 	Genome Size   * assembled	Gene Count   * assembled
2654587566	Bacteria	Permanent Draft	Persicobacter sp. CCB-QB2 Genome sequencing	Persicobacter sp. CCB-QB2	University of Science, Malaysia	2654587566	3874627	3540
2504756018	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Porphyromonas asaccharolytica VPI 4198, DSM 20707	DOE Joint Genome Institute (JGI)	2504756018	2186370	1777
2751185788	Bacteria	Finished	Genome sequencing of maize root-associated bacterial strains	Curtobacterium pusillum AA3	Harvard University	2751185788	4541048	4638
2622736625	Bacteria	Permanent Draft	Complete genome of Flagellimonas eckloniae DOKDO 007	Flagellimonas eckloniae DOKDO 007	DNA Link Inc.	2622736625	4132279	3430
2527291514	Bacteria	Permanent Draft	GEBA-MDM	Calescamantes bacterium JGI 0000106-G12 (contamination screened) (Combined_Assembly_EM19_1__EM19)	DOE Joint Genome Institute (JGI)	2527291514	2317901	2152
2595698225	Bacteria	Permanent Draft	Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera	Ohtaekwangia koreensis DSM 25262	DOE Joint Genome Institute (JGI)	2595698225	7241272	5958
2513237258	Bacteria	Permanent Draft	Mobilicoccus pelagius NBRC 104925	Mobilicoccus pelagius NBRC 104925	National Institute of Technology and Evaluation	2513237258	3544917	3162
2513237372	Bacteria	Finished	Nocardia brasiliensis ATCC 700358	Nocardia brasiliensis ATCC 700358	National Autonomous University of Mexico	2513237372	9489024	8548
2710264533	Bacteria	Permanent Draft	Soil microbial communities from Rifle, Colorado, USA	Candidatus Jacksonbacteria bacterium RIFCSPHIGHO2_02_FULL_43_10	DOE Joint Genome Institute (JGI)	2710264533	762241	798
2711768570	Bacteria	Permanent Draft	Soil microbial communities from Rifle, Colorado, USA	Candidatus Raymondbacteria bacterium RIFOXYA2_FULL_49_16	DOE Joint Genome Institute (JGI)	2711768570	5431435	4714
2558860241	Bacteria	Finished	Corynebacterium casei DSM 44701(T) Genome sequencing	Corynebacterium casei LMG S-19264	Center for Biotechnology (CeBiTec), Bielefeld Univeristy	2558860241	3132213	2872
2519103184	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project	Smaragdicoccus niigatensis DSM 44881	DOE Joint Genome Institute (JGI)	2519103184	5320466	5200
2509276058	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Belliella baltica DSM 15883	DOE Joint Genome Institute (JGI)	2509276058	4196595	3879
2757320406	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase IV (KMG-IV): sequencing the most valuable type-strain genomes for metagenomic binning, comparative biology and taxonomic classification	Acidipila rosea DSM 103428	DOE Joint Genome Institute (JGI)	2757320406	4213726	3585
649633078	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Odoribacter splanchnicus 1651/6, DSM 20712	DOE Joint Genome Institute (JGI)	649633078	4392288	3746
2718217661	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains	Taibaiella chishuiensis CGMCC 1.12700	DOE Joint Genome Institute (JGI)	2718217661	5841105	5008
2626542399	Bacteria	Permanent Draft	Soil microbial communities from Rifle, Colorado, USA	Microgenomates (Daviesbacteria) bacterium GW2011_GWA1_36_8	DOE Joint Genome Institute (JGI)	2626542399	1103893	1277
2574179785	Bacteria	Permanent Draft	Comparative genome analysis acidophilic actinobacteria, an important constituent of soil microbiota, and related taxa from different geographic regions	Streptacidiphilus albus JL83	DOE Joint Genome Institute (JGI)	2574179785	9915093	8794
2523533583	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project	Humibacter albus DSM 18994	DOE Joint Genome Institute (JGI)	2523533583	3693075	3337
2731957601	Bacteria	Permanent Draft	Skermania piniformis NBRC 15059	Skermania piniformis NBRC 15059	National Institute of Technology and Evaluation	2731957601	4204706	3952
2675903632	Bacteria	Permanent Draft	Serinicoccus chungangensis strain CD08_5 genome sequencing and assembly	Serinicoccus chungangensis CD08_5	Institute of Microbial Technology	2675903632	3556988	3302
2561511089	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project	Paraoerskovia marina DSM 21750	DOE Joint Genome Institute (JGI)	2561511089	2948319	2720
2505679078	Bacteria	Finished	Compost Feedstock-Adapted Isolates	Rhodothermus marinus SG0.5JP17-172	DOE Joint Genome Institute (JGI)	2505679078	3334122	2968
649633063	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Leadbetterella byssophila 4M15, DSM 17132	DOE Joint Genome Institute (JGI)	649633063	4059653	3665
2512564042	Bacteria	Finished	Gordonia polyisoprenivorans VH2	Gordonia polyisoprenivorans VH2, DSM 44266	Goettingen Genomics Laboratory	2512564042	5844299	5168
2523533511	Bacteria	Finished	Leaf Cutter and Ant Microbe Symbiosis	Streptomyces sp. Sv. ACTE SirexAA-E	DOE Joint Genome Institute (JGI)	2523533511	7414440	6441
2524614665	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project	Gaetbulibacter saemankumensis DSM 17032	DOE Joint Genome Institute (JGI)	2524614665	3089149	2746
2713896979	Bacteria	Permanent Draft	Draft genome of Arthrobacter antarcticus W2	Paeniglutamicibacter antarcticus W2	Natural History Museum of Denmark, University of Copenhagen	2713896979	4356147	4118
637000072	Bacteria	Finished	Chlorobium chlorochromatii CaD3	Chlorobium chlorochromatii CaD3	DOE Joint Genome Institute (JGI)	637000072	2572079	2100
2711768329	Bacteria	Permanent Draft	Soil microbial communities from Rifle, Colorado, USA	Candidatus Handelsmanbacteria bacterium RIFCSPLOWO2_12_FULL_64_10	DOE Joint Genome Institute (JGI)	2711768329	6747919	6153
2756170161	Bacteria	Permanent Draft	Sequencing the genomes of 1000 actinobacteria strains	Ornithinibacter aureus DSM 23364	DOE Joint Genome Institute (JGI)	2756170161	3695644	3566
2667527393	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains	Lishizhenia tianjinensis CGMCC 1.7005	DOE Joint Genome Institute (JGI)	2667527393	3567068	3171
2724679708	Bacteria	Permanent Draft	Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera	Balnearium lithotrophicum DSM 16304	DOE Joint Genome Institute (JGI)	2724679708	1727484	1925
2600255258	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project	Crenotalea thermophila DSM 14807	DOE Joint Genome Institute (JGI)	2600255258	2858357	2419
2634166281	Bacteria	Permanent Draft	Sequencing the genomes of 1000 actinobacteria strains	Haloactinobacterium album DSM 21368	DOE Joint Genome Institute (JGI)	2634166281	4830506	4369
2684623100	Bacteria	Finished	Genome sequencing of Mycobacterium bovis BCG Tokyo 172 - Thai Red Cross Society	Mycobacterium bovis BCG Tokyo 172	Thai Red Cross Society	2684623100	4371707	4097
2731639221	Bacteria	Permanent Draft	Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera	Dysgonomonas alginatilytica DSM 100214	DOE Joint Genome Institute (JGI)	2731639221	5120703	4387
2558860112	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project	Pseudonocardia acaciae DSM 45401	DOE Joint Genome Institute (JGI)	2558860112	9931328	9566
2751185683	Bacteria	Permanent Draft	Genome mining of actinomycete strains to discover natural products	Actinocatenispora sera NRRL B-24477	University of Illinois, Urbana-Champaign	2751185683	6938235	6468
2734481998	Bacteria	Permanent Draft	Kineosporia Genome sequencing - The University of Tokyo	Kineosporia rhamnosa JCM 9954	University of Tokyo	2734481998	5850563	10219
650716034	Bacteria	Finished	Eggerthella sp. YY7918	Eggerthella sp. YY7918	Gifu University	650716034	3123671	2730
2648501602	Bacteria	Permanent Draft	Baltic sediment Labilibaculum isolates	Labilibaculum filiforme 59.16B	Aarhus University	2648501602	5195448	4212
2708742915	Bacteria	Permanent Draft	Soil microbial communities from Rifle, Colorado, USA	Candidatus Komeilibacteria bacterium RIFCSPHIGHO2_01_FULL_52_14	DOE Joint Genome Institute (JGI)	2708742915	860072	933
2537561814	Bacteria	Permanent Draft	Fibrisoma limi BUZ 3	Fibrisoma limi BUZ 3	Center for Biotechnology (CeBiTec), Bielefeld Univeristy	2537561814	7452326	6230
2506210035	Bacteria	Finished	Hydrogenobaculum Population Genomics	Hydrogenobaculum sp. 3684 ((Finished QAed))	DOE Joint Genome Institute (JGI)	2506210035	1552775	1667
2648501305	Bacteria	Finished	Bifidobacterium adolescentis strain:BBMN23 Genome sequencing	Bifidobacterium adolescentis BBMN23	China Agricultural University	2648501305	2173720	1831
2687453772	Bacteria	Permanent Draft	Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera	Ekhidna lutea DSM 19307	DOE Joint Genome Institute (JGI)	2687453772	4228306	3794
2757320982	Bacteria	Finished	Genome sequencing of Winogradskyella sp. PC-19	Winogradskyella sp. PC-19	Atmosphere and Ocean Research Institute, The University of Tokyo	2757320982	2977523	2805
2770939581	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains	Seonamhaeicola aphaedonensis CECT 8487	DOE Joint Genome Institute (JGI)	2770939581	3508581	3037
2758568040	Bacteria	Permanent Draft	Populus root and rhizosphere microbial communities from Tennessee, USA	Phycicola sp. OV434	DOE Joint Genome Institute (JGI)	2758568040	3817043	3549
646564587	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Tsukamurella paurometabola 33, DSM 20162	DOE Joint Genome Institute (JGI)	646564587	4479724	4391
2721755139	Bacteria	Draft	Soil microbial communities from Rifle, Colorado, USA	Candidatus Firestonebacteria bacterium GWA2_43_8	DOE Joint Genome Institute (JGI)	2721755139	1695167	1952
2708743127	Bacteria	Permanent Draft	Soil microbial communities from Rifle, Colorado, USA	Candidatus Doudnabacteria bacterium RIFCSPHIGHO2_01_43_10	DOE Joint Genome Institute (JGI)	2708743127	852443	999
644736340	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Chitinophaga pinensis UQM 2034, DSM 2588	DOE Joint Genome Institute (JGI)	644736340	9127347	7396
2540341106	Bacteria	Finished	Modestobacter marinus BC501	Modestobacter marinus BC501	CEA Genoscope	2540341106	5575517	5516
2617271076	Bacteria	Permanent Draft	Assemblies from Premature infant gut Metagenome - UC Berkeley	Varibaculum cambriense DORA_20	University of California, Berkeley	2617271076	2280313	2110
2639762969	Bacteria	Finished	Siansivirga zeaxanthinifaciens CC-SAMT-1	Siansivirga zeaxanthinifaciens CC-SAMT-1	Department of Soil and Environmental Sciences	2639762969	3303986	2975
2627853872	Bacteria	Finished	Mycobacterium abscessus UC22	Mycobacterium abscessus UC22	Chungnam National University	2627853872	5257136	5303
2663762752	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains	Pustulibacterium marinum CGMCC 1.12333	DOE Joint Genome Institute (JGI)	2663762752	4209902	3796
2524614563	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project	Eremococcus coleocola DSM 15696	DOE Joint Genome Institute (JGI)	2524614563	1869643	1898
2506520015	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Sulfobacillus acidophilus NAL, DSM 10332	DOE Joint Genome Institute (JGI)	2506520015	3557831	3695
2563366580	Bacteria	Finished	Carnobacterium inhibens subsp. gilichinskyi WN1359	Carnobacterium inhibens subsp. gilichinskyi WN1359	University of Florida	2563366580	2497115	2376
2770939513	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase IV (KMG-IV): sequencing the most valuable type-strain genomes for metagenomic binning, comparative biology and taxonomic classification	Streptohalobacillus salinus DSM 22440	DOE Joint Genome Institute (JGI)	2770939513	2529324	2399
2585428141	Bacteria	Permanent Draft	Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera	Pilibacter termitis ATCC BAA-1030	DOE Joint Genome Institute (JGI)	2585428141	2794241	2624
2751185706	Bacteria	Permanent Draft	Brochothrix campestris FSL F6-1037	Brochothrix campestris FSL F6-1037	Cornell University	2751185706	2342904	2657
646564509	Bacteria	Finished	Arsenic/Bacillus/Clostridium	Bacillus selenitireducens MLS10	DOE Joint Genome Institute (JGI)	646564509	3592487	3420
2531839001	Bacteria	Permanent Draft	Crocosphaera watsonii WH 0003	Crocosphaera watsonii WH 0003	University of California, Santa Cruz	2531839001	5890504	6166
2651869842	Bacteria	Finished	Complete genome sequence of Lactobacillus acetotolerans NBRC 13120	Lactobacillus acetotolerans NBRC 13120	National Institute of Technology and Evaluation	2651869842	1704859	1757
2524023160	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project	Desulfovirgula thermocuniculi DSM 16036	DOE Joint Genome Institute (JGI)	2524023160	3062341	3355
2703719248	Bacteria	Finished	Andreesenia angusta MK-1	Andreesenia angusta MK-1 (EUAN)	Goettingen Genomics Laboratory	2703719248	2343503	2452
2756170274	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase IV (KMG-IV): sequencing the most valuable type-strain genomes for metagenomic binning, comparative biology and taxonomic classification	Murimonas intestini DSM 26524	DOE Joint Genome Institute (JGI)	2756170274	5754343	4947
650377942	Bacteria	Finished	Fibrobacter succinogenes succinogenes S85	Fibrobacter succinogenes S85	J. Craig Venter Institute (JCVI)	650377942	3843004	2939
2576861455	Bacteria	Finished	Gemmatimonadetes bacterium KBS708	Gemmatimonadetes bacterium KBS708	University of Tennessee	2576861455	7479215	6423
2518285615	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project	Anaeromusa acidaminophila DSM 3853	DOE Joint Genome Institute (JGI)	2518285615	3477494	3393
2757320871	Bacteria	Finished	Genome sequencing of Christensenella massiliensis Marseille-P2438	Christensenella massiliensis Marseille-P2438	Research Unit on Emerging Infectious and Tropical Diseases ( URMITE )	2757320871	2560186	2497
2770939561	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase IV (KMG-IV): sequencing the most valuable type-strain genomes for metagenomic binning, comparative biology and taxonomic classification	Dielma fastidiosa DSM 26099	DOE Joint Genome Institute (JGI)	2770939561	3580248	3545
2619618821	Bacteria	Permanent Draft	Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera	Trichococcus collinsii DSM 14526	DOE Joint Genome Institute (JGI)	2619618821	3174439	3088
2511231101	Bacteria	Finished	Lactococcus garvieae ATCC 49156	Lactococcus garvieae sv. KG+	Kitasato University	2511231101	1950135	2024
2509601026	Bacteria	Permanent Draft	GEBA-PCC	Nodosilinea nodulosa PCC 7104	DOE Joint Genome Institute (JGI)	2509601026	6891283	6470
2537561904	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Alloiococcus otitis ATCC 51267	Broad Institute	2537561904	1784056	1691
2585428066	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project	Anaerosphaera aminiphila DSM 21120	DOE Joint Genome Institute (JGI)	2585428066	2021907	1962
2563366762	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Aneurinibacillus aneurinilyticus ATCC 12856	Washington University in St. Louis	2563366762	5302959	6261
637000316	Bacteria	Finished	Methanogenic Syntropic Consortium	Syntrophomonas wolfei Goettingen, DSM 2245B	DOE Joint Genome Institute (JGI)	637000316	2936195	2677
2728369642	Bacteria	Permanent Draft	Genome sequencing of Halolactibacillus sp. JCM 19043	Halolactibacillus sp. JCM 19043	RIKEN	2728369642	3160389	3707
2757320859	Bacteria	Finished	Genome sequencing of Macrococcus canis KM45013	Macrococcus canis KM45013	University of Berne	2757320859	2363414	2525
651324002	Bacteria	Permanent Draft	Acetonema longum DSM 6540	Acetonema longum APO-1, DSM 6540	California Institute of Technology	651324002	4323011	4347
2524023159	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project	Atopococcus tabaci DSM 17538	DOE Joint Genome Institute (JGI)	2524023159	2269053	2432
646564525	Bacteria	Finished	Deferribacter desulfuricans SSM1, DSM 14783	Deferribacter desulfuricans SSM1	National Institute of Technology and Evaluation	646564525	2542933	2425
2687453458	Bacteria	Finished	Complete genome sequence of Leptolyngbya sp. NIES-3755	Leptolyngbya sp. NIES-3755	Toyohashi University of Technology	2687453458	6761657	6729
2690315921	Bacteria	Permanent Draft	Roseimaritima ulvae DSM 25454 genome sequencing	Roseimaritima ulvae DSM 25454	University of Porto	2690315921	8112769	5883
2627854193	Bacteria	Permanent Draft	Ornithinibacillus californiensis strain:DSM 16628 Genome sequencing	Ornithinibacillus californiensis DSM 16628	Zhejiang University	2627854193	3979837	4182
2531839654	Bacteria	Permanent Draft	Nitrospina gracilis 3/211	Nitrospina gracilis 3/211	University of Vienna	2531839654	3067213	3016
2504643012	Bacteria	Finished	GEBA-PCC	Pseudanabaena sp. PCC 7367	DOE Joint Genome Institute (JGI)	2504643012	4885680	4015
637000236	Bacteria	Finished	Rhodopirellula genome sequencing - Max Planck Institute for Marine Microbiology	Rhodopirellula baltica SH 1	Max Planck Institute	637000236	7145576	7414
2713896874	Bacteria	Permanent Draft	Oxobacter pfennigii DSM 3222 Genome sequencing and assembly	Oxobacter pfennigii DSM 3222	Georg-August-University Goettingen, Genomic and Applied Microbiology, Goettingen Genomics Laboratory	2713896874	4502030	4402
2757320697	Bacteria	Finished	Genome sequencing of Candidatus Promineofilum breve Cfx-K	Candidatus Promineofilum breve Cfx-K	Aalborg University	2757320697	5033966	4299
2756170264	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase IV (KMG-IV): sequencing the most valuable type-strain genomes for metagenomic binning, comparative biology and taxonomic classification	Lachnotalea glycerini DSM 28816	DOE Joint Genome Institute (JGI)	2756170264	4864689	4429
2630968752	Bacteria	Permanent Draft	Comparative analysis of Jeotgalibacillus strains - Universiti Teknologi Malaysia	Jeotgalibacillus alimentarius YKJ-13	University of Technology, Malaysia	2630968752	3364745	3564
2582580929	Bacteria	Permanent Draft	Youngiibacter fragile 232.1	Youngiibacter fragile 232.1	University of Oklahoma	2582580929	3988233	3783
640427111	Bacteria	Finished	Dehalococcoides sp. Strain BAV1	Dehalococcoides mccartyi BAV1	DOE Joint Genome Institute (JGI)	640427111	1341892	1443
2588253851	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Mageeibacillus indolicus 0009-5 S7-24-11	J. Craig Venter Institute (JCVI)	2588253851	1734508	1251
650377919	Bacteria	Finished	Human Microbiome Project (HMP) Reference Genomes	Butyrivibrio fibrisolvens 16/4	Wellcome Trust Sanger Institute	650377919	3164379	2966
2546825536	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project	Atopobacter phocae ATCC BAA-285	DOE Joint Genome Institute (JGI)	2546825536	1668359	1658
2513237300	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Anaeroglobus geminatus F0357	Washington University in St. Louis	2513237300	1794202	2198
2706795015	Bacteria	Permanent Draft	Biogas fermentation microbial communities from biogas plants in Germany	Natranaerobiales bacterium JGI 000176CP_D07 (unscreened)	DOE Joint Genome Institute (JGI)	2706795015	275410	300
2675903671	Bacteria	Permanent Draft	Tepidibacillus decaturensis Z9 Genome sequencing	Tepidibacillus decaturensis Z9	University of Illinois, Urbana-Champaign	2675903671	2963953	2993
2756170243	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase IV (KMG-IV): sequencing the most valuable type-strain genomes for metagenomic binning, comparative biology and taxonomic classification	Agathobaculum butyriciproducens DSM 100391	DOE Joint Genome Institute (JGI)	2756170243	2809383	2648
2648501379	Bacteria	Permanent Draft	Robinsoniella peoriensis WT Genome sequencing	Robinsoniella peoriensis WT	Gateway Technical College	2648501379	7391415	5953
2524614802	Bacteria	Permanent Draft	The Hungate 1000. A catalogue of reference genomes from the rumen microbiome.	Lachnospira multipara ATCC 19207	DOE Joint Genome Institute (JGI)	2524614802	2871860	2612
637000306	Bacteria	Finished	Symbiobacterium thermophilum IAM 14863	Symbiobacterium thermophilum IAM 14863	Kitasato University, National Institute of Infectious Diseases, Japan, Nihon University	637000306	3566135	3518
2721755840	Bacteria	Finished	Complete genome sequence of Streptococcus thermophilus KLDS 3.1003	Streptococcus thermophilus KLDS 3.1003	Key Laboratory of Dairy Science, Northeast Agricultural University	2721755840	1899956	2097
2504756006	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Thermodesulfobium narugense Na82, DSM 14796	DOE Joint Genome Institute (JGI)	2504756006	1898865	1910
2721755814	Bacteria	Finished	Genome sequencing of Virgibacillus halodenitrificans PDB-F2	Virgibacillus halodenitrificans PDB-F2	East China University of Science and Technology	2721755814	3917759	3954
2671180477	Bacteria	Permanent Draft	Numidum massiliense genome	Numidum massiliense mt3	Research Unit on Emerging Infectious and Tropical Diseases ( URMITE )	2671180477	3754846	3515
2507262031	Bacteria	Finished	Halorespiring Firmicutes (reseq) - Exploring genomic plasticity of closely related dedicated degraders with diverging ecophysiological features and bioremediating capacity	Desulfitobacterium dehalogenans JW/IU-DC1, ATCC 51507	DOE Joint Genome Institute (JGI)	2507262031	4321753	4139
2551306141	Bacteria	Permanent Draft	Scytonema hofmanni PCC 7110	Scytonema hofmanni PCC 7110	Heinrich Heine University of Dusseldorf	2551306141	12011284	10868
2568526006	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project	Garciella nitratireducens DSM 15102	DOE Joint Genome Institute (JGI)	2568526006	2163332	2194
2600255145	Bacteria	Permanent Draft	Stoquefichus massiliensis genome sequence	Erysipelotrichaceae bacterium AP9	European Bioinformatics Institute	2600255145	3433040	3568
2663762851	Bacteria	Permanent Draft	Genome sequencing of the human gut microbiota	Clostridiales bacterium SIT13	Research Unit on Emerging Infectious and Tropical Diseases ( URMITE )	2663762851	1920334	1855
646311956	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Streptobacillus moniliformis 9901, DSM 12112	DOE Joint Genome Institute (JGI)	646311956	1673280	1568
2642422556	Bacteria	Permanent Draft	Deep subsurface shale carbon reservoir microbial communities from Ohio and West Virginia, USA	Candidatus Frackibacter sp. WG11	DOE Joint Genome Institute (JGI)	2642422556	2760346	2779
2599185256	Bacteria	Draft	Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II)	Candidatus Kryptonium thompsoni GFM JGI-4	McGill University	2599185256	2592687	2353
2540341159	Bacteria	Finished	Enterococcus -  Broad Institute	Enterococcus casseliflavus EC20	Broad Institute	2540341159	3427276	3189
2524614635	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project	Anaeroarcus burkinensis DSM 6283	DOE Joint Genome Institute (JGI)	2524614635	3340167	3222
2515154121	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project	Caldibacillus debilis DSM 16016	DOE Joint Genome Institute (JGI)	2515154121	3061272	2896
2634166305	Bacteria	Permanent Draft	Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera	Peptococcus niger DSM 20475	DOE Joint Genome Institute (JGI)	2634166305	1968473	1928
2556921039	Bacteria	Permanent Draft	Continuation of the Genomic Encyclopedia of Bacteria and Archaea pilot project (GEBA)	Desulfitibacter alkalitolerans DSM 16504	DOE Joint Genome Institute (JGI)	2556921039	4361351	4346
2751185656	Bacteria	Permanent Draft	Firmicutes bacterium MLFW-2 Genome sequencing	Firmicutes bacterium MLFW-2	University of Georgia	2751185656	3113247	3121
2513237306	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Oribacterium asaccharolyticum ACB7	Broad Institute	2513237306	2515191	2269
2509601027	Bacteria	Permanent Draft	GEBA-PCC	Fortiea contorta PCC 7126	DOE Joint Genome Institute (JGI)	2509601027	5742264	5277
2541046978	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Facklamia hominis ACS-120-V-Sch10	Broad Institute	2541046978	1918533	1824
2756170311	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase IV (KMG-IV): sequencing the most valuable type-strain genomes for metagenomic binning, comparative biology and taxonomic classification	Seleniivibrio woodruffii DSM 24984	DOE Joint Genome Institute (JGI)	2756170311	2906047	2763
2513237186	Bacteria	Finished	Halobacillus halophilus DSM 2266	Halobacillus halophilus DSM 2266	Max Planck Institute	2513237186	4170008	4217
2510436000	Bacteria	Finished	GEBA-PCC	Chamaesiphon minutus PCC 6605	DOE Joint Genome Institute (JGI)	2510436000	6761765	6427
2619618820	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains	Bhargavaea beijingensis CGMCC 1.6762	DOE Joint Genome Institute (JGI)	2619618820	2988557	3044
646311965	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Veillonella parvula Te3, DSM 2008	DOE Joint Genome Institute (JGI)	646311965	2132142	1923
2264867254	Bacteria	Permanent Draft	GEBA-MDM	Candidatus Latescibacter anaerobius SCGC AAA252-E07 (contamination screened) (SAK_001_42)	DOE Joint Genome Institute (JGI)	2264867254	2290285	1985
2582581271	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project	Anaerotignum propionicum X2, DSM 1682	DOE Joint Genome Institute (JGI)	2582581271	3076693	2976
637000329	Bacteria	Finished	Trichodesmium erythraeum IMS101	Trichodesmium erythraeum IMS101	DOE Joint Genome Institute (JGI)	637000329	7750108	5156
2731957579	Bacteria	Permanent Draft	Globicatella sanguinis NBRC 15551	Globicatella sanguinis NBRC 15551	National Institute of Technology and Evaluation	2731957579	2310757	2111
2770939512	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase IV (KMG-IV): sequencing the most valuable type-strain genomes for metagenomic binning, comparative biology and taxonomic classification	Saliterribacillus persicus DSM 27696	DOE Joint Genome Institute (JGI)	2770939512	3763507	3682
646564577	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Syntrophothermus lipocalidus DSM 12680	DOE Joint Genome Institute (JGI)	646564577	2405559	2440
2687453103	Bacteria	Finished	Kurthia sp 11kri321 genome sequencing and assembly	Kurthia sp. 11kri321	Los Alamos National Laboratory	2687453103	2964527	3013
2636415895	Bacteria	Finished	Jeotgalibacillus malaysiensis Genome sequencing	Jeotgalibacillus sp. D5	University of Technology, Malaysia	2636415895	3516439	3705
2627854096	Bacteria	Finished	Genome sequencing of Listeria ivanovii strains - ETH Zurich	Listeria ivanovii londoniensis WSLC 30151	ETH Zurich	2627854096	3045035	3049
